order_id,order_date,customer_id,product_id,product_category,vendor_id,vendor_name,price,quantity,revenue
14147,2022-07-29,C1017,E199,Electronics,V002,Vendor B,397.97,5,1989.85
14148,2022-07-29,C1039,E199,Electronics,V002,Vendor B,312.7,2,625.4
14149,2022-07-29,C1015,P255,Pharma,V002,Vendor B,95.59,2,191.18
14150,2022-07-29,C1004,P261,Pharma,V004,Vendor D,68.17,5,340.85
14151,2022-07-29,C1083,P207,Pharma,V001,Vendor A,95.77,2,191.54
14152,2022-07-29,C1002,P207,Pharma,V001,Vendor A,66.33,5,331.65
14153,2022-07-29,C1034,E169,Electronics,V004,Vendor D,156.68,2,313.36
14154,2022-07-29,C1038,P205,Pharma,V001,Vendor A,70.85,3,212.55
14155,2022-07-29,C1035,P290,Pharma,V004,Vendor D,81.29,3,243.87
14156,2022-07-29,C1063,P205,Pharma,V004,Vendor D,31.22,5,156.1
14157,2022-07-29,C1049,E138,Electronics,V001,Vendor A,405.42,1,405.42
14158,2022-07-29,C1028,E193,Electronics,V004,Vendor D,348.04,2,696.08
14159,2022-07-29,C1023,P207,Pharma,V001,Vendor A,67.22,3,201.66
14160,2022-07-29,C1084,P255,Pharma,V001,Vendor A,93.35,2,186.7
14161,2022-07-29,C1069,E169,Electronics,V001,Vendor A,284.07,4,1136.28
14162,2022-07-29,C1077,P255,Pharma,V003,Vendor C,49.05,1,49.05
14163,2022-07-29,C1096,P290,Pharma,V002,Vendor B,95.7,1,95.7
14164,2022-07-29,C1096,E179,Electronics,V003,Vendor C,358.82,5,1794.1
14165,2022-07-30,C1092,P290,Pharma,V004,Vendor D,72.29,4,289.16
14166,2022-07-30,C1054,E179,Electronics,V001,Vendor A,194.56,3,583.68
14167,2022-07-30,C1070,P207,Pharma,V003,Vendor C,81.53,2,163.06
14168,2022-07-30,C1068,E138,Electronics,V004,Vendor D,415.46,3,1246.38
14169,2022-07-30,C1073,P290,Pharma,V003,Vendor C,78.32,1,78.32
14170,2022-07-30,C1020,P207,Pharma,V004,Vendor D,47.96,2,95.92
14171,2022-07-30,C1095,P261,Pharma,V002,Vendor B,66.22,2,132.44
14172,2022-07-30,C1001,P255,Pharma,V003,Vendor C,54.74,4,218.96
14173,2022-07-30,C1010,E193,Electronics,V003,Vendor C,245.44,3,736.32
14174,2022-07-30,C1043,E199,Electronics,V004,Vendor D,397.8,2,795.6
14175,2022-07-30,C1004,E199,Electronics,V003,Vendor C,284.21,3,852.63
14176,2022-07-30,C1046,P255,Pharma,V003,Vendor C,50.45,3,151.35
14177,2022-07-30,C1100,P290,Pharma,V001,Vendor A,42.59,5,212.95
14178,2022-07-30,C1015,E169,Electronics,V003,Vendor C,359.35,2,718.7
14179,2022-07-30,C1033,P261,Pharma,V004,Vendor D,69.11,2,138.22
14180,2022-07-30,C1059,E179,Electronics,V004,Vendor D,364.23,4,1456.92
14181,2022-07-30,C1001,P207,Pharma,V001,Vendor A,75.04,4,300.16
14182,2022-07-30,C1045,E138,Electronics,V002,Vendor B,340.92,1,340.92
14183,2022-07-31,C1052,E179,Electronics,V001,Vendor A,370.33,1,370.33
14184,2022-07-31,C1035,P290,Pharma,V003,Vendor C,51.89,2,103.78
14185,2022-07-31,C1008,E138,Electronics,V002,Vendor B,184.82,1,184.82
14186,2022-07-31,C1033,P255,Pharma,V003,Vendor C,53.27,3,159.81
14187,2022-07-31,C1063,P261,Pharma,V002,Vendor B,50.06,2,100.12
14188,2022-07-31,C1080,E193,Electronics,V002,Vendor B,335.59,5,1677.95
14189,2022-07-31,C1079,P205,Pharma,V002,Vendor B,40.55,3,121.65
14190,2022-07-31,C1014,E179,Electronics,V002,Vendor B,393.18,5,1965.9
14191,2022-07-31,C1087,P290,Pharma,V004,Vendor D,67.15,3,201.45
14192,2022-07-31,C1074,E169,Electronics,V001,Vendor A,279.47,4,1117.88
14193,2022-07-31,C1070,E193,Electronics,V001,Vendor A,369.58,5,1847.9
14194,2022-07-31,C1091,P255,Pharma,V003,Vendor C,97.04,1,97.04
14195,2022-07-31,C1002,P255,Pharma,V001,Vendor A,46.58,5,232.9
14196,2022-07-31,C1076,P261,Pharma,V003,Vendor C,29.37,5,146.85
14197,2022-07-31,C1013,P205,Pharma,V004,Vendor D,96.78,1,96.78
14198,2022-07-31,C1014,P290,Pharma,V001,Vendor A,91.68,1,91.68
14199,2022-07-31,C1030,P261,Pharma,V003,Vendor C,51.46,2,102.92
14200,2022-07-31,C1073,E169,Electronics,V004,Vendor D,243.55,1,243.55
14201,2022-07-31,C1009,E138,Electronics,V003,Vendor C,300.77,4,1203.08
14202,2022-07-31,C1018,E179,Electronics,V003,Vendor C,230.69,4,922.76
14203,2022-07-31,C1077,P255,Pharma,V003,Vendor C,64.88,1,64.88
14204,2022-07-31,C1052,E169,Electronics,V004,Vendor D,344.85,1,344.85
14205,2022-07-31,C1037,P290,Pharma,V001,Vendor A,42.35,1,42.35
14206,2022-07-31,C1020,E169,Electronics,V001,Vendor A,196.69,2,393.38
14207,2022-07-31,C1037,P261,Pharma,V001,Vendor A,24.69,3,74.07
14208,2022-08-01,C1013,E199,Electronics,V002,Vendor B,396.04,4,1584.16
14209,2022-08-01,C1040,E199,Electronics,V003,Vendor C,495.8,4,1983.2
14210,2022-08-01,C1027,E138,Electronics,V001,Vendor A,440.11,4,1760.44
14211,2022-08-01,C1084,E193,Electronics,V004,Vendor D,242.07,5,1210.35
14212,2022-08-01,C1097,P205,Pharma,V001,Vendor A,63.38,4,253.52
14213,2022-08-01,C1028,P290,Pharma,V004,Vendor D,74.05,3,222.15
14214,2022-08-01,C1068,P205,Pharma,V001,Vendor A,65.89,4,263.56
14215,2022-08-01,C1077,E138,Electronics,V004,Vendor D,403.02,5,2015.1
14216,2022-08-01,C1040,P255,Pharma,V002,Vendor B,53.26,3,159.78
14217,2022-08-01,C1073,P255,Pharma,V002,Vendor B,47.81,5,239.05
14218,2022-08-01,C1042,P261,Pharma,V003,Vendor C,51.89,5,259.45
14219,2022-08-01,C1029,P207,Pharma,V003,Vendor C,99.8,4,399.2
14220,2022-08-01,C1095,E179,Electronics,V002,Vendor B,329.93,2,659.86
14221,2022-08-01,C1056,P207,Pharma,V003,Vendor C,59.08,3,177.24
14222,2022-08-01,C1010,P255,Pharma,V001,Vendor A,20.28,2,40.56
14223,2022-08-02,C1046,E138,Electronics,V002,Vendor B,210.94,3,632.82
14224,2022-08-02,C1057,E138,Electronics,V002,Vendor B,430.0,5,2150.0
14225,2022-08-02,C1072,P261,Pharma,V002,Vendor B,52.26,5,261.3
14226,2022-08-02,C1099,P207,Pharma,V002,Vendor B,77.0,2,154.0
14227,2022-08-02,C1077,P255,Pharma,V003,Vendor C,46.93,3,140.79
14228,2022-08-02,C1043,P255,Pharma,V001,Vendor A,36.01,2,72.02
14229,2022-08-02,C1010,E138,Electronics,V004,Vendor D,191.79,5,958.95
14230,2022-08-02,C1064,P261,Pharma,V004,Vendor D,48.01,3,144.03
14231,2022-08-02,C1080,P261,Pharma,V002,Vendor B,92.5,2,185.0
14232,2022-08-02,C1058,E179,Electronics,V002,Vendor B,410.26,2,820.52
14233,2022-08-02,C1015,P207,Pharma,V003,Vendor C,29.72,2,59.44
14234,2022-08-02,C1097,P290,Pharma,V004,Vendor D,58.5,1,58.5
14235,2022-08-02,C1095,E179,Electronics,V002,Vendor B,298.36,5,1491.8
14236,2022-08-02,C1004,P207,Pharma,V001,Vendor A,29.74,2,59.48
14237,2022-08-02,C1088,P261,Pharma,V001,Vendor A,65.3,1,65.3
14238,2022-08-02,C1016,E199,Electronics,V004,Vendor D,312.34,1,312.34
14239,2022-08-02,C1054,E169,Electronics,V002,Vendor B,451.33,5,2256.65
14240,2022-08-02,C1051,E199,Electronics,V002,Vendor B,192.8,5,964.0
14241,2022-08-02,C1091,P255,Pharma,V001,Vendor A,46.99,5,234.95
14242,2022-08-02,C1043,P255,Pharma,V001,Vendor A,26.77,4,107.08
14243,2022-08-02,C1092,P205,Pharma,V001,Vendor A,41.07,3,123.21
14244,2022-08-02,C1094,P255,Pharma,V004,Vendor D,59.64,5,298.2
14245,2022-08-02,C1052,P207,Pharma,V004,Vendor D,61.64,1,61.64
14246,2022-08-02,C1037,P207,Pharma,V002,Vendor B,42.93,3,128.79
14247,2022-08-02,C1093,P261,Pharma,V001,Vendor A,30.22,5,151.1
14248,2022-08-03,C1019,P205,Pharma,V003,Vendor C,28.72,2,57.44
14249,2022-08-03,C1086,E138,Electronics,V004,Vendor D,373.84,4,1495.36
14250,2022-08-03,C1041,E138,Electronics,V002,Vendor B,424.55,5,2122.75
14251,2022-08-03,C1065,E199,Electronics,V003,Vendor C,464.92,1,464.92
14252,2022-08-03,C1098,E179,Electronics,V002,Vendor B,455.48,4,1821.92
14253,2022-08-03,C1038,P207,Pharma,V003,Vendor C,61.2,1,61.2
14254,2022-08-03,C1006,E199,Electronics,V004,Vendor D,284.76,1,284.76
14255,2022-08-03,C1036,P255,Pharma,V004,Vendor D,24.38,3,73.14
14256,2022-08-03,C1040,E193,Electronics,V002,Vendor B,461.94,1,461.94
14257,2022-08-03,C1005,E193,Electronics,V004,Vendor D,478.21,3,1434.63
14258,2022-08-03,C1066,E169,Electronics,V003,Vendor C,443.44,4,1773.76
14259,2022-08-03,C1012,P255,Pharma,V003,Vendor C,36.52,1,36.52
14260,2022-08-03,C1021,P205,Pharma,V003,Vendor C,37.4,2,74.8
14261,2022-08-03,C1035,P207,Pharma,V004,Vendor D,41.92,4,167.68
14262,2022-08-03,C1028,P261,Pharma,V003,Vendor C,29.24,5,146.2
14263,2022-08-03,C1033,P290,Pharma,V001,Vendor A,80.84,1,80.84
14264,2022-08-03,C1029,E169,Electronics,V002,Vendor B,307.51,2,615.02
14265,2022-08-03,C1012,P261,Pharma,V002,Vendor B,26.21,3,78.63
14266,2022-08-03,C1003,P290,Pharma,V001,Vendor A,21.8,5,109.0
14267,2022-08-03,C1069,E199,Electronics,V002,Vendor B,393.04,4,1572.16
14268,2022-08-03,C1000,E138,Electronics,V001,Vendor A,442.59,1,442.59
14269,2022-08-03,C1047,P261,Pharma,V003,Vendor C,90.93,2,181.86
14270,2022-08-03,C1073,P207,Pharma,V004,Vendor D,52.24,4,208.96
14271,2022-08-03,C1066,P261,Pharma,V004,Vendor D,85.18,2,170.36
14272,2022-08-03,C1037,P205,Pharma,V001,Vendor A,66.43,2,132.86
14273,2022-08-03,C1056,E138,Electronics,V004,Vendor D,461.39,2,922.78
14274,2022-08-03,C1033,E179,Electronics,V002,Vendor B,482.6,2,965.2
14275,2022-08-03,C1035,P205,Pharma,V003,Vendor C,49.75,4,199.0
14276,2022-08-04,C1010,E193,Electronics,V001,Vendor A,165.26,3,495.78
14277,2022-08-04,C1041,E193,Electronics,V003,Vendor C,441.57,3,1324.71
14278,2022-08-04,C1035,P207,Pharma,V001,Vendor A,21.69,1,21.69
14279,2022-08-04,C1090,E169,Electronics,V001,Vendor A,200.57,1,200.57
14280,2022-08-04,C1055,P205,Pharma,V003,Vendor C,92.44,2,184.88
14281,2022-08-04,C1024,P290,Pharma,V001,Vendor A,37.58,3,112.74
14282,2022-08-04,C1081,P205,Pharma,V002,Vendor B,66.3,1,66.3
14283,2022-08-04,C1017,E199,Electronics,V004,Vendor D,207.48,2,414.96
14284,2022-08-04,C1028,P261,Pharma,V003,Vendor C,79.89,5,399.45
14285,2022-08-04,C1060,E193,Electronics,V004,Vendor D,434.52,2,869.04
14286,2022-08-04,C1023,E138,Electronics,V003,Vendor C,405.24,4,1620.96
14287,2022-08-04,C1016,P261,Pharma,V001,Vendor A,42.37,5,211.85
14288,2022-08-04,C1066,E193,Electronics,V001,Vendor A,452.67,4,1810.68
14289,2022-08-04,C1055,P205,Pharma,V004,Vendor D,23.59,5,117.95
14290,2022-08-04,C1071,P290,Pharma,V002,Vendor B,94.17,3,282.51
14291,2022-08-04,C1090,P261,Pharma,V001,Vendor A,27.19,4,108.76
14292,2022-08-04,C1053,P255,Pharma,V004,Vendor D,59.64,2,119.28
14293,2022-08-04,C1080,P290,Pharma,V002,Vendor B,50.57,4,202.28
14294,2022-08-04,C1081,P255,Pharma,V004,Vendor D,25.58,1,25.58
14295,2022-08-04,C1067,P261,Pharma,V003,Vendor C,35.74,3,107.22
14296,2022-08-04,C1029,P255,Pharma,V004,Vendor D,62.95,2,125.9
14297,2022-08-04,C1062,P207,Pharma,V003,Vendor C,36.49,1,36.49
14298,2022-08-05,C1069,E138,Electronics,V003,Vendor C,238.46,4,953.84
14299,2022-08-05,C1012,E193,Electronics,V001,Vendor A,192.38,5,961.9
14300,2022-08-05,C1096,E169,Electronics,V004,Vendor D,322.71,2,645.42
14301,2022-08-05,C1057,E169,Electronics,V002,Vendor B,349.3,5,1746.5
14302,2022-08-05,C1084,E138,Electronics,V001,Vendor A,437.75,3,1313.25
14303,2022-08-05,C1022,P207,Pharma,V003,Vendor C,41.16,3,123.48
14304,2022-08-05,C1084,P205,Pharma,V003,Vendor C,59.73,5,298.65
14305,2022-08-05,C1089,E138,Electronics,V002,Vendor B,316.33,5,1581.65
14306,2022-08-05,C1099,P207,Pharma,V004,Vendor D,76.69,2,153.38
14307,2022-08-05,C1076,E138,Electronics,V002,Vendor B,375.54,5,1877.7
14308,2022-08-05,C1003,P255,Pharma,V003,Vendor C,81.49,1,81.49
14309,2022-08-05,C1064,P261,Pharma,V004,Vendor D,44.84,4,179.36
14310,2022-08-05,C1007,P290,Pharma,V003,Vendor C,23.06,5,115.3
14311,2022-08-05,C1033,P255,Pharma,V004,Vendor D,24.85,1,24.85
14312,2022-08-05,C1050,E138,Electronics,V004,Vendor D,162.84,4,651.36
14313,2022-08-05,C1051,E169,Electronics,V001,Vendor A,225.46,1,225.46
14314,2022-08-05,C1034,P207,Pharma,V002,Vendor B,89.41,2,178.82
14315,2022-08-05,C1043,P205,Pharma,V003,Vendor C,61.38,3,184.14
14316,2022-08-05,C1057,E138,Electronics,V002,Vendor B,453.98,1,453.98
14317,2022-08-05,C1073,P261,Pharma,V002,Vendor B,40.56,4,162.24
14318,2022-08-05,C1099,P205,Pharma,V003,Vendor C,20.82,1,20.82
14319,2022-08-05,C1016,P290,Pharma,V001,Vendor A,20.67,2,41.34
14320,2022-08-06,C1092,P205,Pharma,V004,Vendor D,35.62,4,142.48
14321,2022-08-06,C1011,E169,Electronics,V003,Vendor C,450.29,4,1801.16
14322,2022-08-06,C1098,E199,Electronics,V001,Vendor A,346.57,4,1386.28
14323,2022-08-06,C1083,E179,Electronics,V002,Vendor B,399.27,5,1996.35
14324,2022-08-06,C1046,E199,Electronics,V002,Vendor B,454.54,4,1818.16
14325,2022-08-06,C1020,E199,Electronics,V004,Vendor D,298.06,1,298.06
14326,2022-08-06,C1091,P261,Pharma,V003,Vendor C,73.62,3,220.86
14327,2022-08-06,C1020,P255,Pharma,V003,Vendor C,57.62,4,230.48
14328,2022-08-06,C1052,P261,Pharma,V002,Vendor B,58.14,2,116.28
14329,2022-08-06,C1001,E179,Electronics,V001,Vendor A,288.28,1,288.28
14330,2022-08-06,C1096,E199,Electronics,V001,Vendor A,277.27,5,1386.35
14331,2022-08-06,C1064,E138,Electronics,V004,Vendor D,352.28,5,1761.4
14332,2022-08-06,C1005,P261,Pharma,V003,Vendor C,32.83,4,131.32
14333,2022-08-06,C1038,P205,Pharma,V002,Vendor B,28.43,3,85.29
14334,2022-08-06,C1080,E193,Electronics,V001,Vendor A,206.59,2,413.18
14335,2022-08-06,C1034,E179,Electronics,V004,Vendor D,349.4,5,1747.0
14336,2022-08-07,C1083,E138,Electronics,V002,Vendor B,472.75,3,1418.25
14337,2022-08-07,C1094,E169,Electronics,V001,Vendor A,468.33,5,2341.65
14338,2022-08-07,C1009,E179,Electronics,V004,Vendor D,251.67,2,503.34
14339,2022-08-07,C1002,P205,Pharma,V002,Vendor B,82.96,2,165.92
14340,2022-08-07,C1012,P290,Pharma,V004,Vendor D,93.56,2,187.12
14341,2022-08-07,C1024,E199,Electronics,V003,Vendor C,422.44,2,844.88
14342,2022-08-07,C1100,E169,Electronics,V004,Vendor D,210.43,2,420.86
14343,2022-08-07,C1065,P205,Pharma,V003,Vendor C,90.94,1,90.94
14344,2022-08-07,C1035,P207,Pharma,V002,Vendor B,92.24,3,276.72
14345,2022-08-07,C1012,P255,Pharma,V004,Vendor D,97.88,5,489.4
14346,2022-08-07,C1048,P255,Pharma,V004,Vendor D,92.19,2,184.38
14347,2022-08-07,C1011,E193,Electronics,V004,Vendor D,292.57,4,1170.28
14348,2022-08-07,C1071,P255,Pharma,V004,Vendor D,83.38,1,83.38
14349,2022-08-07,C1036,E199,Electronics,V002,Vendor B,439.78,2,879.56
14350,2022-08-07,C1048,E179,Electronics,V004,Vendor D,354.61,3,1063.83
14351,2022-08-07,C1093,E138,Electronics,V003,Vendor C,424.97,5,2124.85
14352,2022-08-07,C1097,P290,Pharma,V001,Vendor A,76.12,2,152.24
14353,2022-08-07,C1057,E193,Electronics,V001,Vendor A,309.04,1,309.04
14354,2022-08-07,C1050,E193,Electronics,V004,Vendor D,313.75,4,1255.0
14355,2022-08-07,C1047,P207,Pharma,V001,Vendor A,39.29,3,117.87
14356,2022-08-07,C1082,P255,Pharma,V003,Vendor C,90.92,1,90.92
14357,2022-08-07,C1018,P205,Pharma,V001,Vendor A,88.5,2,177.0
14358,2022-08-07,C1071,P261,Pharma,V002,Vendor B,37.33,5,186.65
14359,2022-08-07,C1062,E199,Electronics,V002,Vendor B,150.06,3,450.18
14360,2022-08-08,C1010,P261,Pharma,V004,Vendor D,51.84,5,259.2
14361,2022-08-08,C1078,P207,Pharma,V002,Vendor B,29.92,1,29.92
14362,2022-08-08,C1007,P207,Pharma,V003,Vendor C,39.26,5,196.3
14363,2022-08-08,C1052,P255,Pharma,V003,Vendor C,58.45,3,175.35
14364,2022-08-08,C1019,E179,Electronics,V003,Vendor C,436.26,3,1308.78
14365,2022-08-08,C1088,P290,Pharma,V004,Vendor D,97.99,5,489.95
14366,2022-08-08,C1000,E169,Electronics,V002,Vendor B,296.11,3,888.33
14367,2022-08-08,C1096,P290,Pharma,V004,Vendor D,99.64,4,398.56
14368,2022-08-08,C1069,E138,Electronics,V003,Vendor C,185.66,4,742.64
14369,2022-08-08,C1083,E193,Electronics,V003,Vendor C,361.16,4,1444.64
14370,2022-08-08,C1059,E138,Electronics,V001,Vendor A,471.86,2,943.72
14371,2022-08-08,C1013,P207,Pharma,V001,Vendor A,99.13,3,297.39
14372,2022-08-08,C1048,E193,Electronics,V001,Vendor A,499.22,4,1996.88
14373,2022-08-08,C1020,P290,Pharma,V001,Vendor A,78.75,5,393.75
14374,2022-08-08,C1021,P261,Pharma,V004,Vendor D,34.14,5,170.7
14375,2022-08-08,C1014,P205,Pharma,V004,Vendor D,56.04,2,112.08
14376,2022-08-08,C1063,P261,Pharma,V004,Vendor D,79.47,5,397.35
14377,2022-08-08,C1017,P290,Pharma,V004,Vendor D,34.85,4,139.4
14378,2022-08-08,C1051,P205,Pharma,V003,Vendor C,53.29,2,106.58
14379,2022-08-08,C1015,P207,Pharma,V003,Vendor C,27.27,3,81.81
14380,2022-08-08,C1092,P255,Pharma,V003,Vendor C,40.9,4,163.6
14381,2022-08-08,C1078,E169,Electronics,V002,Vendor B,439.19,3,1317.57
14382,2022-08-08,C1018,E169,Electronics,V002,Vendor B,264.56,5,1322.8
14383,2022-08-08,C1078,P255,Pharma,V003,Vendor C,74.71,3,224.13
14384,2022-08-08,C1060,P207,Pharma,V002,Vendor B,87.55,3,262.65
14385,2022-08-08,C1042,E193,Electronics,V002,Vendor B,265.24,2,530.48
14386,2022-08-08,C1067,E138,Electronics,V001,Vendor A,396.74,2,793.48
14387,2022-08-08,C1040,E138,Electronics,V002,Vendor B,488.73,5,2443.65
14388,2022-08-08,C1019,P207,Pharma,V001,Vendor A,44.78,4,179.12
14389,2022-08-08,C1000,P255,Pharma,V002,Vendor B,63.85,4,255.4
14390,2022-08-08,C1025,E179,Electronics,V004,Vendor D,185.01,1,185.01
14391,2022-08-09,C1042,P205,Pharma,V001,Vendor A,45.66,1,45.66
14392,2022-08-09,C1079,E138,Electronics,V002,Vendor B,444.54,1,444.54
14393,2022-08-09,C1008,E169,Electronics,V002,Vendor B,290.47,1,290.47
14394,2022-08-09,C1044,E179,Electronics,V002,Vendor B,393.35,5,1966.75
14395,2022-08-09,C1035,P255,Pharma,V004,Vendor D,73.08,4,292.32
14396,2022-08-09,C1074,P255,Pharma,V003,Vendor C,28.57,5,142.85
14397,2022-08-09,C1079,E138,Electronics,V003,Vendor C,356.25,3,1068.75
14398,2022-08-09,C1071,E199,Electronics,V002,Vendor B,294.13,4,1176.52
14399,2022-08-09,C1009,E199,Electronics,V002,Vendor B,161.93,3,485.79
14400,2022-08-09,C1013,E193,Electronics,V003,Vendor C,443.21,2,886.42
14401,2022-08-09,C1022,E169,Electronics,V001,Vendor A,292.06,2,584.12
14402,2022-08-09,C1016,P290,Pharma,V004,Vendor D,63.28,4,253.12
14403,2022-08-09,C1042,P290,Pharma,V003,Vendor C,39.39,2,78.78
14404,2022-08-09,C1094,P290,Pharma,V004,Vendor D,28.52,1,28.52
14405,2022-08-09,C1026,P261,Pharma,V001,Vendor A,89.58,5,447.9
14406,2022-08-09,C1100,P261,Pharma,V002,Vendor B,29.22,1,29.22
14407,2022-08-09,C1011,P290,Pharma,V002,Vendor B,87.81,1,87.81
14408,2022-08-09,C1018,P261,Pharma,V004,Vendor D,69.94,3,209.82
14409,2022-08-09,C1000,E169,Electronics,V001,Vendor A,211.09,2,422.18
14410,2022-08-10,C1006,E193,Electronics,V004,Vendor D,303.82,3,911.46
14411,2022-08-10,C1054,E138,Electronics,V003,Vendor C,159.19,3,477.57
14412,2022-08-10,C1038,P290,Pharma,V001,Vendor A,40.21,1,40.21
14413,2022-08-10,C1030,P290,Pharma,V004,Vendor D,96.65,5,483.25
14414,2022-08-10,C1048,P207,Pharma,V004,Vendor D,23.91,3,71.73
14415,2022-08-10,C1045,E169,Electronics,V003,Vendor C,425.2,2,850.4
14416,2022-08-10,C1067,P205,Pharma,V002,Vendor B,71.41,3,214.23
14417,2022-08-10,C1021,P255,Pharma,V002,Vendor B,21.93,3,65.79
14418,2022-08-10,C1055,E199,Electronics,V004,Vendor D,497.69,3,1493.07
14419,2022-08-10,C1062,P255,Pharma,V001,Vendor A,38.55,2,77.1
14420,2022-08-10,C1071,P207,Pharma,V003,Vendor C,72.03,2,144.06
14421,2022-08-10,C1022,E179,Electronics,V003,Vendor C,412.33,3,1236.99
14422,2022-08-10,C1059,E169,Electronics,V004,Vendor D,302.98,2,605.96
14423,2022-08-10,C1027,P290,Pharma,V002,Vendor B,65.16,2,130.32
14424,2022-08-10,C1048,E169,Electronics,V002,Vendor B,222.91,3,668.73
14425,2022-08-10,C1095,P205,Pharma,V002,Vendor B,35.17,1,35.17
14426,2022-08-10,C1056,P255,Pharma,V002,Vendor B,73.94,3,221.82
14427,2022-08-10,C1000,P290,Pharma,V003,Vendor C,64.92,1,64.92
14428,2022-08-10,C1042,P205,Pharma,V003,Vendor C,25.46,3,76.38
14429,2022-08-10,C1032,P290,Pharma,V001,Vendor A,58.14,4,232.56
14430,2022-08-10,C1077,E169,Electronics,V001,Vendor A,216.27,2,432.54
14431,2022-08-10,C1082,P255,Pharma,V004,Vendor D,73.69,2,147.38
14432,2022-08-11,C1050,P205,Pharma,V003,Vendor C,36.12,3,108.36
14433,2022-08-11,C1035,E179,Electronics,V001,Vendor A,168.85,1,168.85
14434,2022-08-11,C1091,E138,Electronics,V004,Vendor D,304.18,5,1520.9
14435,2022-08-11,C1062,E193,Electronics,V004,Vendor D,245.56,3,736.68
14436,2022-08-11,C1095,E199,Electronics,V001,Vendor A,263.64,3,790.92
14437,2022-08-11,C1004,P255,Pharma,V001,Vendor A,88.98,5,444.9
14438,2022-08-11,C1078,P261,Pharma,V002,Vendor B,47.19,1,47.19
14439,2022-08-11,C1016,E179,Electronics,V004,Vendor D,167.43,5,837.15
14440,2022-08-11,C1015,P205,Pharma,V004,Vendor D,40.96,1,40.96
14441,2022-08-11,C1081,P205,Pharma,V003,Vendor C,44.14,4,176.56
14442,2022-08-11,C1012,P290,Pharma,V003,Vendor C,80.71,1,80.71
14443,2022-08-11,C1024,P290,Pharma,V001,Vendor A,54.12,1,54.12
14444,2022-08-11,C1042,E169,Electronics,V002,Vendor B,420.65,4,1682.6
14445,2022-08-11,C1075,P255,Pharma,V001,Vendor A,38.92,2,77.84
14446,2022-08-11,C1085,P207,Pharma,V004,Vendor D,53.96,3,161.88
14447,2022-08-11,C1085,E179,Electronics,V001,Vendor A,272.15,5,1360.75
14448,2022-08-11,C1024,P290,Pharma,V002,Vendor B,97.92,2,195.84
14449,2022-08-11,C1093,P255,Pharma,V001,Vendor A,38.12,3,114.36
14450,2022-08-11,C1022,E138,Electronics,V001,Vendor A,352.54,2,705.08
14451,2022-08-11,C1035,E199,Electronics,V002,Vendor B,261.22,2,522.44
14452,2022-08-11,C1088,P290,Pharma,V004,Vendor D,29.12,3,87.36
14453,2022-08-12,C1022,E179,Electronics,V003,Vendor C,185.9,3,557.7
14454,2022-08-12,C1035,P290,Pharma,V003,Vendor C,68.11,2,136.22
14455,2022-08-12,C1015,E169,Electronics,V004,Vendor D,384.56,5,1922.8
14456,2022-08-12,C1072,E179,Electronics,V004,Vendor D,315.82,5,1579.1
14457,2022-08-12,C1011,P205,Pharma,V001,Vendor A,22.26,1,22.26
14458,2022-08-12,C1023,P205,Pharma,V002,Vendor B,78.94,1,78.94
14459,2022-08-12,C1040,E199,Electronics,V001,Vendor A,473.15,3,1419.45
14460,2022-08-12,C1098,P261,Pharma,V001,Vendor A,45.92,2,91.84
14461,2022-08-12,C1027,P255,Pharma,V004,Vendor D,87.08,2,174.16
14462,2022-08-12,C1010,P261,Pharma,V003,Vendor C,70.25,3,210.75
14463,2022-08-12,C1087,E193,Electronics,V002,Vendor B,431.08,4,1724.32
14464,2022-08-12,C1039,E179,Electronics,V004,Vendor D,281.91,5,1409.55
14465,2022-08-12,C1090,E169,Electronics,V002,Vendor B,343.69,2,687.38
14466,2022-08-12,C1035,P261,Pharma,V003,Vendor C,73.15,5,365.75
14467,2022-08-12,C1052,E193,Electronics,V002,Vendor B,163.3,1,163.3
14468,2022-08-12,C1034,E193,Electronics,V002,Vendor B,446.33,3,1338.99
14469,2022-08-13,C1037,P255,Pharma,V004,Vendor D,77.13,5,385.65
14470,2022-08-13,C1033,P205,Pharma,V004,Vendor D,85.66,1,85.66
14471,2022-08-13,C1045,E199,Electronics,V003,Vendor C,357.64,2,715.28
14472,2022-08-13,C1044,P290,Pharma,V004,Vendor D,24.27,5,121.35
14473,2022-08-13,C1080,E193,Electronics,V001,Vendor A,448.2,5,2241.0
14474,2022-08-13,C1074,E138,Electronics,V002,Vendor B,252.49,2,504.98
14475,2022-08-13,C1068,P290,Pharma,V002,Vendor B,45.24,1,45.24
14476,2022-08-13,C1089,E138,Electronics,V003,Vendor C,195.66,4,782.64
14477,2022-08-13,C1082,E169,Electronics,V002,Vendor B,173.92,5,869.6
14478,2022-08-13,C1043,P290,Pharma,V003,Vendor C,66.51,3,199.53
14479,2022-08-13,C1011,E199,Electronics,V002,Vendor B,401.4,2,802.8
14480,2022-08-13,C1033,P261,Pharma,V004,Vendor D,61.72,1,61.72
14481,2022-08-13,C1033,P205,Pharma,V001,Vendor A,55.43,2,110.86
14482,2022-08-13,C1066,P261,Pharma,V004,Vendor D,74.6,1,74.6
14483,2022-08-13,C1017,P207,Pharma,V003,Vendor C,46.48,1,46.48
14484,2022-08-13,C1047,P290,Pharma,V004,Vendor D,28.02,3,84.06
